5	2	48.51
5	2	49.27
5	2	49.27
5	4	49.17
5	4	49.97
5	4	51.19
5	6	55.93
5	6	53.76
5	6	54.82
5	8	57.60
5	8	58.20
5	8	55.17
5	10	59.57
5	10	60.73
5	10	61.38
5	12	59.92
5	12	58.51
5	12	61.79
5	14	57.70
5	14	60.12
5	14	59.92
5	16	61.43
5	16	62.49
5	16	58.46
5	18	61.03
5	18	59.01
5	18	60.88
5	20	59.41
5	20	62.90
5	20	62.29
10	2	49.17
10	2	49.17
10	2	48.26
10	4	52.55
10	4	51.34
10	4	53.96
10	6	58.05
10	6	57.50
10	6	58.76
10	8	59.52
10	8	62.04
10	8	59.92
10	10	62.24
10	10	60.73
10	10	61.33
10	12	61.94
10	12	61.33
10	12	62.80
10	14	64.26
10	14	64.87
10	14	61.84
10	16	62.95
10	16	64.92
10	16	62.19
10	18	60.93
10	18	62.65
10	18	63.10
10	20	63.81
10	20	64.01
10	20	62.90
15	2	49.12
15	2	49.17
15	2	48.61
15	4	49.92
15	4	50.88
15	4	52.35
15	6	60.07
15	6	58.86
15	6	58.20
15	8	62.59
15	8	61.89
15	8	62.14
15	10	62.80
15	10	63.96
15	10	63.91
15	12	64.82
15	12	62.90
15	12	65.77
15	14	63.40
15	14	65.57
15	14	62.70
15	16	63.81
15	16	63.30
15	16	63.71
15	18	63.55
15	18	63.86
15	18	62.59
15	20	64.77
15	20	64.66
15	20	63.05
20	2	48.71
20	2	49.32
20	2	49.32
20	4	51.74
20	4	52.70
20	4	51.94
20	6	60.83
20	6	59.82
20	6	60.07
20	8	60.22
20	8	64.51
20	8	64.51
20	10	65.42
20	10	63.71
20	10	63.20
20	12	64.06
20	12	63.81
20	12	64.97
20	14	64.16
20	14	64.46
20	14	67.04
20	16	64.46
20	16	65.27
20	16	65.02
20	18	65.88
20	18	65.57
20	18	63.96
20	20	63.55
20	20	66.83
20	20	63.40
25	4	50.93
25	4	52.09
25	4	53.10
25	6	60.93
25	6	59.41
25	6	60.02
25	8	64.01
25	8	63.55
25	8	64.01
25	10	63.60
25	10	64.51
25	10	64.71
25	12	64.71
25	12	65.12
25	12	64.82
25	14	67.09
25	14	64.56
25	14	63.81
25	16	67.64
25	16	65.27
25	16	66.68
25	18	65.52
25	18	64.97
25	18	64.82
25	20	66.08
25	20	65.17
25	20	64.56
30	4	52.04
30	4	51.09
30	4	51.24
30	6	60.58
30	6	59.36
30	6	60.37
30	8	63.40
30	8	61.08
30	8	63.55
30	10	64.97
30	10	65.62
30	10	64.16
30	12	64.97
30	12	64.61
30	12	64.46
30	14	66.08
30	14	63.96
30	14	66.38
30	16	66.18
30	16	66.38
30	16	65.27
30	18	65.72
30	18	65.42
30	18	65.07
30	20	66.83
30	20	66.58
30	20	66.33
