5	2	26.93
5	2	25.49
5	2	34.52
5	4	55.29
5	4	56.03
5	4	58.25
5	6	82.17
5	6	79.27
5	6	74.77
5	8	84.15
5	8	85.36
5	8	84.42
5	10	84.94
5	10	84.85
5	10	83.92
5	12	83.75
5	12	85.51
5	12	82.13
5	14	83.51
5	14	86.08
5	14	83.79
5	16	82.67
5	16	84.93
5	16	82.18
5	18	84.38
5	18	84.50
5	18	85.19
5	20	84.00
5	20	84.15
5	20	84.59
10	2	26.12
10	2	34.55
10	2	26.90
10	4	60.37
10	4	63.31
10	4	60.66
10	6	82.00
10	6	80.18
10	6	81.43
10	8	85.28
10	8	84.01
10	8	84.12
10	10	85.16
10	10	84.24
10	10	86.03
10	12	87.21
10	12	85.63
10	12	86.72
10	14	85.97
10	14	84.51
10	14	86.41
10	16	85.20
10	16	85.40
10	16	86.97
10	18	85.52
10	18	85.52
10	18	85.26
10	20	87.81
10	20	85.63
10	20	87.65
15	2	26.72
15	2	41.03
15	2	27.17
15	4	60.59
15	4	58.63
15	4	58.96
15	6	80.95
15	6	83.54
15	6	82.89
15	8	86.43
15	8	85.89
15	8	84.53
15	10	86.76
15	10	87.27
15	10	87.73
15	12	87.11
15	12	86.24
15	12	87.46
15	14	87.51
15	14	86.20
15	14	86.49
15	16	87.04
15	16	87.60
15	16	87.67
15	18	86.39
15	18	86.00
15	18	86.82
15	20	85.78
15	20	86.07
15	20	86.63
20	2	26.98
20	2	35.86
20	2	26.90
20	4	63.14
20	4	52.79
20	4	65.57
20	6	82.57
20	6	81.82
20	6	81.24
20	8	86.40
20	8	86.37
20	8	86.16
20	10	88.09
20	10	87.24
20	10	86.99
20	12	87.17
20	12	87.40
20	12	87.09
20	14	86.63
20	14	87.31
20	14	87.18
20	16	86.33
20	16	87.94
20	16	88.04
20	18	87.69
20	18	87.09
20	18	87.09
20	20	87.13
20	20	86.87
20	20	86.75
25	2	35.87
25	2	35.92
25	2	35.85
25	4	60.19
25	4	65.95
25	4	51.85
25	6	81.63
25	6	83.88
25	6	83.35
25	8	86.47
25	8	86.02
25	8	86.69
25	10	87.92
25	10	87.67
25	10	88.18
25	12	86.32
25	12	87.40
25	12	87.72
25	14	88.18
25	14	87.61
25	14	87.40
25	16	87.18
25	16	87.68
25	16	87.83
25	18	87.81
25	18	87.97
25	18	85.79
25	20	87.44
25	20	87.54
25	20	87.89
30	2	28.34
30	2	26.94
30	2	31.22
30	4	62.02
30	4	59.21
30	4	64.18
30	6	83.93
30	6	82.80
30	6	83.18
30	8	86.38
30	8	86.94
30	8	86.91
30	10	88.34
30	10	88.17
30	10	87.82
30	12	86.61
30	12	87.98
30	12	87.21
30	14	87.86
30	14	87.74
30	14	86.81
30	16	87.70
30	16	88.16
30	16	88.89
30	18	88.34
30	18	88.40
30	18	87.93
30	20	87.28
30	20	87.19
30	20	88.53
