5	2	51.29
5	2	51.40
5	2	50.43
5	4	71.62
5	4	70.47
5	4	74.53
5	6	81.87
5	6	83.24
5	6	83.17
5	8	85.65
5	8	82.45
5	8	84.68
5	10	82.91
5	10	84.96
5	10	85.00
5	12	84.35
5	12	82.81
5	12	84.89
5	14	87.45
5	14	85.76
5	14	85.47
5	16	85.18
5	16	83.42
5	16	86.87
5	18	83.53
5	18	84.28
5	18	83.60
5	20	83.06
5	20	84.82
5	20	84.28
10	2	50.79
10	2	54.96
10	2	53.71
10	4	75.14
10	4	73.99
10	4	74.17
10	6	82.99
10	6	82.55
10	6	83.45
10	8	86.01
10	8	86.01
10	8	86.44
10	10	88.13
10	10	87.19
10	10	84.96
10	12	87.27
10	12	85.76
10	12	86.83
10	14	87.88
10	14	88.06
10	14	88.02
10	16	87.84
10	16	87.05
10	16	87.30
10	18	87.70
10	18	87.99
10	18	89.39
10	20	86.33
10	20	87.34
10	20	87.27
15	2	52.84
15	2	51.87
15	2	53.42
15	4	72.99
15	4	75.97
15	4	76.69
15	6	83.60
15	6	82.91
15	6	83.92
15	8	87.95
15	8	86.94
15	8	86.01
15	10	89.21
15	10	88.49
15	10	88.88
15	12	89.35
15	12	89.78
15	12	90.36
15	14	89.32
15	14	89.03
15	14	87.81
15	16	90.47
15	16	89.57
15	16	89.46
15	18	88.63
15	18	90.50
15	18	88.96
15	20	89.10
15	20	89.68
15	20	87.55
20	2	53.99
20	2	52.88
20	2	52.95
20	4	77.63
20	4	76.91
20	4	74.60
20	6	86.19
20	6	85.36
20	6	84.06
20	8	87.77
20	8	87.91
20	8	87.63
20	10	88.71
20	10	88.31
20	10	90.22
20	12	89.14
20	12	89.03
20	12	89.50
20	14	90.79
20	14	89.71
20	14	88.88
20	16	90.18
20	16	90.00
20	16	90.32
20	18	89.35
20	18	89.14
20	18	89.71
20	20	89.71
20	20	89.75
20	20	90.47
25	2	52.95
25	2	52.91
25	2	52.27
25	4	77.48
25	4	77.41
25	4	78.67
25	6	85.79
25	6	84.60
25	6	85.36
25	8	89.57
25	8	88.35
25	8	90.68
25	10	89.86
25	10	90.43
25	10	90.61
25	12	90.18
25	12	89.82
25	12	89.86
25	14	90.29
25	14	89.89
25	14	89.10
25	16	89.68
25	16	89.24
25	16	89.93
25	18	89.57
25	18	89.78
25	18	89.93
25	20	89.42
25	20	90.29
25	20	89.78
30	2	53.38
30	2	53.56
30	2	53.74
30	4	77.48
30	4	78.45
30	4	78.85
30	6	86.40
30	6	87.01
30	6	84.57
30	8	89.53
30	8	90.11
30	8	90.04
30	10	91.12
30	10	89.53
30	10	91.26
30	12	91.29
30	12	89.46
30	12	90.58
30	14	89.82
30	14	90.32
30	14	89.46
30	16	90.00
30	16	89.24
30	16	90.47
30	18	90.32
30	18	90.25
30	18	90.04
30	20	91.22
30	20	90.94
30	20	89.50
