5	2	52.94
5	2	52.66
5	2	63.22
5	4	70.92
5	4	72.07
5	4	69.90
5	6	67.59
5	6	78.93
5	6	78.86
5	8	80.86
5	8	76.62
5	8	79.64
5	10	75.16
5	10	80.22
5	10	78.32
5	12	74.04
5	12	77.30
5	12	77.13
5	14	76.08
5	14	78.32
5	14	72.28
5	16	78.62
5	16	73.80
5	16	74.21
5	18	73.53
5	18	72.51
5	18	75.50
5	20	80.66
5	20	79.17
5	20	82.49
10	2	59.99
10	2	67.09
10	2	51.61
10	4	80.39
10	4	77.30
10	4	76.28
10	6	81.74
10	6	78.76
10	6	80.18
10	8	79.95
10	8	80.45
10	8	81.91
10	10	76.79
10	10	80.22
10	10	81.85
10	12	83.44
10	12	79.00
10	12	80.79
10	14	78.79
10	14	81.68
10	14	82.66
10	2	65.80
10	2	49.13
10	2	53.75
10	4	80.49
10	4	76.28
10	4	79.88
10	6	81.10
10	6	78.89
10	6	80.32
10	8	79.30
10	8	82.08
10	8	83.03
10	10	79.91
10	10	81.98
10	10	78.55
10	12	78.49
10	12	77.77
10	12	78.01
10	14	81.47
10	14	84.70
10	14	75.36
10	16	82.73
10	16	81.47
10	16	79.61
10	18	80.01
10	18	82.73
10	18	80.12
10	20	81.13
10	20	81.13
10	20	80.39
15	2	69.46
15	2	62.44
15	2	71.70
15	4	76.76
15	4	76.11
15	4	80.32
15	6	83.00
15	6	79.88
15	6	82.42
15	8	81.68
15	8	82.49
15	8	80.59
15	10	81.57
15	10	82.35
15	10	79.95
15	12	80.66
15	12	79.81
15	12	79.47
15	14	79.67
15	14	79.20
15	14	81.68
15	16	83.31
15	16	82.32
15	16	80.15
15	18	82.90
15	18	80.42
15	18	81.40
15	20	82.56
15	20	82.59
15	20	81.20
20	2	50.90
20	2	61.62
20	2	52.80
20	4	77.94
20	4	77.50
20	4	78.69
20	6	82.49
20	6	83.24
20	6	82.73
20	8	81.91
20	8	84.05
20	8	83.27
20	10	80.05
20	10	82.73
20	10	83.00
20	12	80.59
20	12	82.02
20	12	81.64
20	14	83.07
20	14	83.14
20	14	83.31
20	16	82.90
20	16	80.79
20	16	82.90
20	18	83.47
20	18	82.63
20	18	82.49
20	20	82.12
20	20	81.68
20	20	82.42
25	2	65.52
25	2	66.61
25	2	61.08
25	4	82.22
25	4	81.91
25	4	78.69
25	6	83.34
25	6	82.05
25	6	79.61
25	8	83.71
25	8	81.54
25	8	81.00
25	10	82.32
25	10	82.63
25	10	84.49
25	12	82.56
25	12	83.07
25	12	82.02
25	14	82.63
25	14	81.27
25	14	84.93
25	16	82.93
25	16	82.90
25	16	81.13
25	18	82.73
25	18	83.34
25	18	81.40
25	20	82.66
25	20	81.88
25	20	81.71
30	2	57.99
30	2	65.90
30	2	60.67
30	4	81.57
30	4	82.22
30	4	82.83
30	6	81.91
30	6	81.37
30	6	81.78
30	8	82.52
30	8	84.22
30	8	81.64
30	10	83.44
30	10	82.86
30	10	81.71
30	12	82.35
30	12	84.19
30	12	83.44
30	14	82.63
30	14	82.25
30	14	81.88
30	16	82.63
30	16	82.69
30	16	83.54
30	18	83.10
30	18	83.51
30	18	82.39
30	20	84.15
30	20	84.19
30	20	82.90
